model,attack,seed,original_text,perturbed_text,true_label,original_pred,perturbed_pred,original_correct,attack_success,n_words_changed,pct_words_changed,use_similarity
bert-tiny,textfooler,123,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,sade is an embroiled look at the controversial eponymous and fiercely atheistic hero . ,1,1,0,1,1,1,0.0714,0.9811
bert-tiny,textfooler,123,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,so bereft of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,0,1,1,1,1,0.0476,0.9224
bert-tiny,textfooler,123,"a tender , heartfelt family drama . ","a furnishes , impassioned spousal drama . ",1,1,0,1,1,3,0.4286,0.6269
bert-tiny,textfooler,123,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,... a bereft entertaining told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,1,1,1,2,0.0909,0.8364
bert-tiny,textfooler,123,the cold turkey would 've been a far better title . ,the coolest turkey would 've been a far better title . ,0,0,1,1,1,1,0.0909,0.8433
bert-tiny,textfooler,123,manages to be both repulsively sadistic and mundane . ,manages to be both repulsively sadistic and commonplace . ,0,0,1,1,1,1,0.1111,0.9124
bert-tiny,textfooler,123,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ","it 's just disappointingly observable -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,1,1,1,1,0.0312,0.9412
bert-tiny,textfooler,123,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this is a story of two misfits who do n't stand a chance alone , but together they are unbelievable . ",1,1,0,1,1,1,0.0476,0.9156
bert-tiny,textfooler,123,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","colson has to find some hook on which to hang his consistently ineffectual movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,1,1,1,3,0.1071,0.6736
bert-tiny,textfooler,123,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and selfless . ",1,1,0,1,1,1,0.0385,0.9179
bert-tiny,textfooler,123,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ","the script kicks in , and mr. hartley 's quivering pace and foot-dragging rhythms follow . ",0,0,1,1,1,1,0.0625,0.9759
bert-tiny,textfooler,123,you wonder why enough was n't just a music video rather than a full-length movie . ,you wonder why enough was n't just a music video rather than a full-length visuals . ,0,0,1,1,1,1,0.0625,0.9697
bert-tiny,textfooler,123,"a fast , funny , highly enjoyable movie . ","a fast , outlandish , highly agreeable stills . ",1,1,0,1,1,3,0.3333,0.4865
bert-tiny,textfooler,123,"this one is definitely one to skip , even for horror movie fanatics . ","this one is definitely one to overlook , even for horror movie fanatics . ",0,0,1,1,1,1,0.0714,0.7076
bert-tiny,textfooler,123,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","devilishly equilibrium in mood winces and dialogue , this chamber drama is terribly acted by the deeply appealing old baka and the freezer but too humanitarian berling . ",1,1,0,1,1,9,0.3214,0.7113
bert-tiny,textfooler,123,uses high comedy to evoke surprising poignance . ,uses high comedy to evoke unbelievable poignance . ,1,1,0,1,1,1,0.125,0.9297
bert-tiny,textfooler,123,a string of rehashed sight gags based in insipid vulgarity . ,a string of rehashed sight hilarious based in insipid vulgarity . ,0,0,1,1,1,1,0.0909,0.8636
bert-tiny,textfooler,123,among the year 's most intriguing explorations of alientation . ,among the year 's most puzzling explorations of alientation . ,1,1,0,1,1,1,0.1,0.8466
bert-tiny,textfooler,123,the movie fails to live up to the sum of its parts . ,the movie overlooks to live up to the sum of its parts . ,0,0,1,1,1,1,0.0769,0.5478
bert-tiny,textfooler,123,the son 's room is a triumph of gentility that earns its moments of pathos . ,the son 's room is a conquest of gentility that deserve its moments of pathos . ,1,1,0,1,1,2,0.125,0.8879
bert-tiny,textfooler,123,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ","there is nothing unpaid about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,1,0,1,1,1,0.0323,0.9479
bert-tiny,textfooler,123,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the lavatories in prefers of radiant flashes and loud bangs . ,0,0,1,1,1,3,0.0682,0.9619
bert-tiny,textfooler,123,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a stabilize performance by arliss howard . ,1,1,0,1,1,1,0.0556,0.9096
bert-tiny,textfooler,123,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","green might want to hang onto that ski mask , as shoplifting may be the only way to pay for his next intends . ",0,0,1,1,1,2,0.0833,0.9285
bert-tiny,textfooler,123,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,it 's one pussy-ass world when encore killer-thrillers revolve around group therapy sessions . ,0,0,1,1,1,1,0.0714,0.9736
bert-tiny,textfooler,123,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ","the band 's dauntless in the face of official repression is motivating , especially for aging hippies ( this one included ) . ",1,1,0,1,1,2,0.087,0.8183
bert-tiny,textfooler,123,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,the movie derives as great an consequences by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,0,1,1,2,0.0909,0.9314
bert-tiny,textfooler,123,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","the film parable lines when it should peak and is more missed ability and petite than misty , ramshackle nose . ",0,0,1,1,1,6,0.2857,0.6874
bert-tiny,textfooler,123,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,jaglom ... put ( s ) the audience in the prerogative position of eavesdropping on his characters ,1,1,0,1,1,1,0.0588,0.9466
bert-tiny,textfooler,123,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ","it 's a scattershot affair , but when it hits its mark it 's glossy . ",1,1,0,1,1,1,0.0625,0.821
bert-tiny,textfooler,123,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ","hardly a mainstay , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,0,1,1,1,0.0526,0.9012
bert-tiny,textfooler,123,"you wo n't like roger , but you will quickly recognize him . ","you wo n't like roger , but you will timely recognize him . ",0,0,1,1,1,1,0.0769,0.9412
bert-tiny,textfooler,123,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,this dazzling world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0,0,1,1,1,1,0.0385,0.9897
bert-tiny,textfooler,123,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ","it 's delicate to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,0,1,1,1,1,0.0357,0.9748
bert-tiny,textfooler,123,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , the movie rarity wit , feeling and believability to compensate for its incessant coarseness and banality . ",0,0,1,1,1,1,0.0476,0.8505
bert-tiny,textfooler,123,why make a documentary about these marginal historical figures ? ,why make a documentary about these modest historical numerals ? ,0,0,1,1,1,2,0.2,0.6711
bert-tiny,textfooler,999,it 's a charming and often affecting journey . ,it 's a mignon and often affecting nomad . ,1,1,0,1,1,2,0.2222,0.3925
bert-tiny,textfooler,999,unflinchingly bleak and desperate ,unflinchingly somber and desperate ,0,0,1,1,1,1,0.25,0.8285
bert-tiny,textfooler,999,allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker . ,activate us to hope that nolan is poised to embark a major career as a commercial yet shrewd filmmaker . ,1,1,0,1,1,2,0.1,0.9379
bert-tiny,textfooler,999,"the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales . ","the acting , disguises , music , cinematography and sound are all extraordinaire given the production 's austere locales . ",1,1,0,1,1,2,0.1,0.8533
bert-tiny,textfooler,999,"it 's slow -- very , very slow . ","it 's lent -- very , very lent . ",0,0,1,1,1,2,0.2222,0.0584
bert-tiny,textfooler,999,"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ","although laced with humor and a few fanciful afflicting , the film is a fortunately serious look at young women . ",1,1,0,1,1,2,0.0952,0.9613
bert-tiny,textfooler,999,a sometimes tedious film . ,a sometimes uphill film . ,0,0,1,1,1,1,0.2,0.6653
bert-tiny,textfooler,999,or doing last year 's taxes with your ex-wife . ,or doing last year 's honorarium with your ex-wife . ,0,0,1,1,1,1,0.1,0.8494
bert-tiny,textfooler,999,you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance . ,you do n't have to know about music to recognising the film 's easygoing blend of comedy and romance . ,1,1,0,1,1,1,0.05,0.9578
bert-tiny,textfooler,999,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly 89 record , most of which passed as slowly as if i 'd been sitting naked on an igloo , articulation 51 sank from quirky to parched to utter constantinople . ",0,0,1,1,1,4,0.1212,0.7848
